algorithm,avg_execution_time,min_execution_time,max_execution_time,avg_cpu_load,min_cpu_load,max_cpu_load,avg_memory_used,min_memory_used,max_memory_used,avg_cpu_power,min_cpu_power,max_cpu_power,avg_energy_consumption,min_energy_consumption,max_energy_consumption,total_iterations,test_date
AES_ECB_128_db/test_datasets/plaintext_KB10.txt,22857,8600,685000,0.197226837,0,7.19,555642,0,15675392,20.154491,11.3,29.87,0.000460671,0.000132254,0.02046095,1000,4/5/2025 17:56
AES_ECB_128_db/test_datasets/plaintext_KB50.txt,22998,9200,397300,0.191716259,0,6.94,533385,0,11554816,17.999161,8.28,30.97,0.000413945,0.000132112,0.009006791,1000,4/5/2025 17:56
AES_ECB_128_db/test_datasets/plaintext_KB100.txt,26444,8800,1422300,0.187133242,0,7.02,549924,0,15044608,18.369289,6.95,29.89,0.000485757,0.000130403,0.042512547,1000,4/5/2025 17:57
AES_ECB_128_db/test_datasets/plaintext_KB500.txt,24847,9000,1172600,0.195838839,0,7.57,630710,0,13811712,18.8541962,-1,27.88,0.00046847,-0.0000107,0.032692088,1000,4/5/2025 17:57
AES_ECB_128_db/test_datasets/plaintext_MB1.txt,2144466,1513200,17533500,0.23418183,0,6.95,975499,0,71430144,18.949466,10.53,30.78,0.040636486,0.019525779,0.352304802,1000,4/5/2025 17:58
AES_ECB_128_db/test_datasets/plaintext_MB2.txt,3974948,3051400,13868000,0.280690537,0,8.13,702050,0,74350592,17.092863,10.03,26.61,0.067943242,0.032665704,0.303157086,1000,4/5/2025 17:58
AES_ECB_128_db/test_datasets/plaintext_MB4.txt,7542321,6268100,18633100,0.314951405,0,7.15,697516,0,95641600,17.214514,9.27,28.84,0.12983739,0.062457552,0.461217932,1000,4/5/2025 17:59
AES_ECB_128_db/test_datasets/plaintext_MB8.txt,14827584,13115000,26750100,0.440989318,0,8.77,545878,0,157425664,17.710329,14.73,26.82,0.262601391,0.197238266,0.684535059,1000,4/5/2025 17:59
AES_ECB_128_db/test_datasets/plaintext_MB16.txt,30246018,27317200,47003800,0.645773806,0,13.38,445902,0,202162176,16.632777,14.52,25.29,0.503075273,0.400043424,1.055705348,1000,4/5/2025 18:00
AES_ECB_128_db/test_datasets/plaintext_MB32.txt,61199567,56640900,67785100,1.048911135,0,7.54,531918,0,356630528,16.157294,14.74,31.58,0.988819397,0.845267421,2.030849798,1000,4/5/2025 18:02
AES_ECB_128_db/test_datasets/plaintext_MB64.txt,122000237,113031400,133769100,1.476423154,0,7.66,667312,0,422195200,15.97642442,-1,25.34,1.949127566,-0.1217048,3.168622562,1000,4/5/2025 18:05
AES_ECB_128_db/test_datasets/plaintext_MB128.txt,247992935,229150000,602901300,2.264993511,0,17.47,798158,0,572973056,15.963897,14.23,23.51,3.958933671,3.469888736,13.64365642,1000,4/5/2025 18:10
AES_ECB_192_db/test_datasets/plaintext_KB10.txt,21143,8900,240200,0.176774346,0,8.12,547684,0,12922880,19.818877,11.82,32.35,0.000419031,0.00015272,0.00777047,1000,4/5/2025 18:13
AES_ECB_192_db/test_datasets/plaintext_KB50.txt,23573,9700,364200,0.192928563,0,6.79,548335,0,14532608,18.657024,14.03,28.75,0.000439802,0.000136091,0.01047075,1000,4/5/2025 18:13
AES_ECB_192_db/test_datasets/plaintext_KB100.txt,23061,8700,271400,0.193785172,0,8.13,533278,0,14962688,20.377653,14.07,29.98,0.000469929,0.000123816,0.007667625,1000,4/5/2025 18:13
AES_ECB_192_db/test_datasets/plaintext_KB500.txt,24880,9500,522200,0.193812935,0,6.97,553472,0,15065088,18.55036,13.8,29.3,0.000461533,0.0001311,0.01530046,1000,4/5/2025 18:14
AES_ECB_192_db/test_datasets/plaintext_MB1.txt,2181961,1491100,27349500,0.198552784,0,10,847126,0,72560640,18.703877,13.61,29.62,0.04081113,0.021382374,0.419814825,1000,4/5/2025 18:14
AES_ECB_192_db/test_datasets/plaintext_MB2.txt,4012133,3018400,13750700,0.242622517,0,7.59,683229,0,73777152,19.701281,14.14,34.45,0.07904416,0.043978088,0.463948618,1000,4/5/2025 18:15
AES_ECB_192_db/test_datasets/plaintext_MB4.txt,7622362,6317000,17031400,0.29011702,0,6.24,597204,0,97271808,16.737288,9.47,28.33,0.127577668,0.064070232,0.422921572,1000,4/5/2025 18:15
AES_ECB_192_db/test_datasets/plaintext_MB8.txt,15263150,13406600,28240900,0.422146982,0,7.13,505683,0,177713152,16.780134,7.46,26.1,0.256117702,0.107672418,0.707716954,1000,4/5/2025 18:16
AES_ECB_192_db/test_datasets/plaintext_MB16.txt,30993531,27823100,47636900,0.660364554,0,6.92,440717,0,204038144,16.423152,14.58,26.04,0.509011471,0.406120068,1.003050384,1000,4/5/2025 18:17
AES_ECB_192_db/test_datasets/plaintext_MB32.txt,62077095,57581800,67434500,0.963965046,0,7.6,504774,0,355856384,16.574667,14.78,35.66,1.028907178,0.86165922,2.339656166,1000,4/5/2025 18:18
AES_ECB_192_db/test_datasets/plaintext_MB64.txt,122922451,114369400,138067900,1.55061461,0,8.15,644767,0,425127936,16.06844,7.93,28.99,1.975172029,0.94730194,3.664817234,1000,4/5/2025 18:21
AES_ECB_192_db/test_datasets/plaintext_MB128.txt,246450783,231105600,357296300,2.517621819,0,31.82,921399,0,642269184,16.420532,14.27,38.02,4.046852969,3.398155056,9.793237224,1000,4/5/2025 18:25
AES_ECB_256_db/test_datasets/plaintext_KB10.txt,21260,8700,209600,0.194857382,0,6.93,523902,0,14311424,18.98297397,-1,29.25,0.000403578,-0.0000373,0.00463216,1000,4/5/2025 18:27
AES_ECB_256_db/test_datasets/plaintext_KB50.txt,21451,9500,194500,0.277350943,0,12.78,544890,0,11964416,19.775041,16.46,24.42,0.000424194,0.000158016,0.004571424,1000,4/5/2025 18:28
AES_ECB_256_db/test_datasets/plaintext_KB100.txt,21775,8800,295300,0.306339173,0,11.14,531292,0,16429056,21.017437,16.42,32.66,0.000457655,0.000144496,0.008135606,1000,4/5/2025 18:28
AES_ECB_256_db/test_datasets/plaintext_KB500.txt,22570,9600,398000,0.274810808,0,11.15,552226,0,11796480,21.378408,17.64,33.27,0.000482511,0.000170304,0.01324146,1000,4/5/2025 18:28
AES_ECB_256_db/test_datasets/plaintext_MB1.txt,2166400,1557000,19689900,0.32937708,0,10.39,939261,0,74584064,20.736011,16.02,32.84,0.044922494,0.025638408,0.336106593,1000,4/5/2025 18:29
AES_ECB_256_db/test_datasets/plaintext_MB2.txt,4027517,3112500,15827300,0.370975939,0,10.63,649347,0,74715136,20.107447,11.77,29.1,0.080983085,0.040457021,0.34132554,1000,4/5/2025 18:29
AES_ECB_256_db/test_datasets/plaintext_MB4.txt,7778573,6576200,17219200,0.479758458,0,11.81,625627,0,97710080,20.79839039,-1,34.99,0.161781798,-0.0071012,0.459572656,1000,4/5/2025 18:30
AES_ECB_256_db/test_datasets/plaintext_MB8.txt,15301823,13622200,25484900,0.562519262,0,10.44,530755,0,150716416,20.349632,17.67,28.73,0.311386467,0.240704274,0.64882602,1000,4/5/2025 18:30
AES_ECB_256_db/test_datasets/plaintext_MB16.txt,31417078,28154900,40983800,0.801683023,0,9.12,525062,0,349315072,19.70298298,-1,30.65,0.619010153,-0.0325444,1.081071475,1000,4/5/2025 18:31
AES_ECB_256_db/test_datasets/plaintext_MB32.txt,63046287,58400200,70822500,1.1850801,0,9.94,521580,0,357412864,18.459423,15.11,29.83,1.16379808,0.885931034,1.956636207,1000,4/5/2025 18:33
AES_ECB_256_db/test_datasets/plaintext_MB64.txt,125185281,116986500,134518500,1.464371441,0,6.95,650473,0,424456192,15.92743443,-1,28.89,1.993880355,-0.1278,3.725024598,1000,4/5/2025 18:35
AES_ECB_256_db/test_datasets/plaintext_MB128.txt,250205211,233508600,274290600,2.24383759,0,13.78,812908,0,573747200,16.085347,15,27.53,4.02463764,3.566547,7.356046283,1000,4/5/2025 18:40
AES_CBC_128_db/test_datasets/plaintext_KB10.txt,23086,9700,815000,0.195139511,0,6.9,561192,0,13254656,20.596392,11.71,35.15,0.000475488,0.0001693,0.02864725,1000,4/5/2025 18:42
AES_CBC_128_db/test_datasets/plaintext_KB50.txt,24755,9200,414500,0.192323572,0,11.76,525107,0,13279232,19.650998,-1,28.64,0.00048646,-0.0000529,0.01187128,1000,4/5/2025 18:42
AES_CBC_128_db/test_datasets/plaintext_KB100.txt,26783,9700,681400,0.183323694,0,7.88,530911,0,12443648,18.873901,14.09,26.94,0.0005055,0.000142002,0.018356916,1000,4/5/2025 18:42
AES_CBC_128_db/test_datasets/plaintext_KB500.txt,27276,10400,388200,0.181826805,0,7.18,517234,0,14544896,20.863372,14.1,34.17,0.000569069,0.000152776,0.009130224,1000,4/5/2025 18:43
AES_CBC_128_db/test_datasets/plaintext_MB1.txt,3573335,2769200,22894000,0.243436893,0,7.8,812052,0,71520256,18.36273,13.23,30.17,0.065616186,0.03933279,0.373718807,1000,4/5/2025 18:43
AES_CBC_128_db/test_datasets/plaintext_MB2.txt,6753163,5610100,16449200,0.295750775,0,8.67,646082,0,78528512,17.25436,13.88,33.31,0.116521506,0.078445596,0.424522626,1000,4/5/2025 18:44
AES_CBC_128_db/test_datasets/plaintext_MB4.txt,13146556,11526900,24430000,0.398463559,0,7.33,527421,0,92549120,16.736786,14.18,28.79,0.220031094,0.165039602,0.54631904,1000,4/5/2025 18:44
AES_CBC_128_db/test_datasets/plaintext_MB8.txt,26500102,23832700,40199600,0.555276152,0,7.22,450568,0,168316928,16.500936,14.39,29.63,0.437276487,0.344839082,0.955371942,1000,4/5/2025 18:45
AES_CBC_128_db/test_datasets/plaintext_MB16.txt,53335797,49426000,60517600,0.946624677,0,9.98,480481,0,296722432,16.033711,14.28,28.12,0.855170755,0.707960988,1.61504408,1000,4/5/2025 18:46
AES_CBC_128_db/test_datasets/plaintext_MB32.txt,105726721,101311400,120251600,1.454423618,0,6.81,453816,0,294825984,15.943745,14.58,29.1,1.685679879,1.503836604,3.39633375,1000,4/5/2025 18:49
AES_CBC_128_db/test_datasets/plaintext_MB64.txt,211681936,180380200,257966600,2.3673115,0,22.99,747184,0,475353088,16.535492,14.26,36.06,3.500264959,3.000084396,7.907305314,1000,4/5/2025 18:53
AES_CBC_128_db/test_datasets/plaintext_MB128.txt,424191749,406021100,453693700,4.425630503,1.73,16.68,1016344,0,765038592,15.765803,14.48,23.33,6.687723549,6.080208309,10.01092866,1000,4/5/2025 19:01
AES_CBC_192_plaintext_KB10.txt,25267,9400,596000,0.216799512,0,8.88,612839,0,15511552,19.778951,16.01,27.43,0.000499755,0.0001601,0.0104598,1000,4/5/2025 19:23
AES_CBC_192_plaintext_KB50.txt,12557,8000,161800,0.204542581,0,10.27,324681,0,5828608,15.878423,14.55,17.49,0.000199385,0.00012768,0.002829882,1000,4/5/2025 19:24
AES_CBC_192_plaintext_KB100.txt,11584,4800,95200,0.171736569,0,6.7,182767,0,7905280,14.004452,13.21,15.06,0.000162228,0.000065424,0.001257592,1000,4/5/2025 19:24
AES_CBC_192_plaintext_KB500.txt,12282,6000,112300,0.200115872,0,14.75,159145,0,6004736,14.984713,14.39,15.66,0.000184042,0.00009396,0.00162835,1000,4/5/2025 19:24
AES_CBC_192_plaintext_MB1.txt,3540107,2777500,22808700,0.229138116,0,10.68,94015,0,47808512,14.834311,13.5,17.54,0.052515048,0.03825765,0.347102568,1000,4/5/2025 19:24
AES_CBC_192_plaintext_MB2.txt,5072226,3025200,16129900,0.240297427,0,5.62,39854,0,14712832,15.248633,13.67,17,0.077344513,0.041592342,0.2583014,1000,4/5/2025 19:25
AES_CBC_192_plaintext_MB4.txt,7420141,6296600,14904600,0.28213964,0,6.56,10571,0,9687040,14.286428,13.51,15.59,0.10600731,0.085995203,0.221631402,1000,4/5/2025 19:25
AES_CBC_192_plaintext_MB8.txt,15453722,13918700,25142600,0.417829615,0,6.6,20709,0,5091328,14.18377,13.42,15.55,0.219192038,0.187438482,0.362807718,1000,4/5/2025 19:26
AES_CBC_192_plaintext_MB16.txt,31116092,28584200,39192500,0.632414627,0,6.8,19054,0,9105408,14.434941,13.68,15.11,0.449158952,0.401129064,0.558493125,1000,4/5/2025 19:26
AES_CBC_192_plaintext_MB32.txt,62333294,58520500,71195800,0.973093456,0,14.75,9150,0,4567040,14.967481,13.7,26.09,0.932972394,0.80299536,1.701347163,1000,4/5/2025 19:28
AES_CBC_192_plaintext_MB64.txt,124128525,119144700,142618600,1.365332719,0,11.04,27828,0,10362880,14.784224,13.48,17.07,1.835143918,1.63827158,2.208531963,1000,4/5/2025 19:30
AES_CBC_192_plaintext_MB128.txt,306294355,292536700,1278021300,4.946602264,0,22.1,3161636,0,927764480,15.558572,13.92,21.7,4.765502775,4.15328952,20.87008783,1000,4/5/2025 19:35
AES_CBC_256_plaintext_KB10.txt,23076,9900,212300,0.195577831,0,7.32,719183,0,21524480,18.369356,9.52,28.8,0.000423891,0.000147312,0.00611424,1000,4/5/2025 19:36
AES_CBC_256_plaintext_KB50.txt,12679,6100,102500,0.194374045,0,6.99,209649,0,7446528,14.312479,13.04,15.4,0.000181468,0.000079544,0.001454475,1000,4/5/2025 19:36
AES_CBC_256_plaintext_KB100.txt,12423,5300,169000,0.170645728,0,6.88,164610,0,6672384,14.641209,14.11,15.94,0.000181888,0.000075631,0.00245219,1000,4/5/2025 19:37
AES_CBC_256_plaintext_KB500.txt,13218,6300,51600,0.186384137,0,7.93,35811,0,6823936,14.320305,13.42,16.37,0.000189286,8.7255E-05,0.000844692,1000,4/5/2025 19:37
AES_CBC_256_plaintext_MB1.txt,3617253,2874700,24768000,0.223130381,0,5.84,99762,0,48254976,14.403101,13.59,15.03,0.05209966,0.039067173,0.35220096,1000,4/5/2025 19:37
AES_CBC_256_plaintext_MB2.txt,5108617,3210900,17749200,0.28861754,0,6.84,33726,0,4390912,14.228921,13.53,15.2,0.072690108,0.044613412,0.241566612,1000,4/5/2025 19:37
AES_CBC_256_plaintext_MB4.txt,7971276,6803200,19853800,0.326429919,0,7.07,16560,0,10743808,14.269776,12.83,16.1,0.113748323,0.088373568,0.299990918,1000,4/5/2025 19:38
AES_CBC_256_plaintext_MB8.txt,16303339,14712200,25973800,0.420074517,0,6.48,15454,0,6746112,14.248547,13.62,16.08,0.232298892,0.202497811,0.376905552,1000,4/5/2025 19:38
AES_CBC_256_plaintext_MB16.txt,32911785,30666900,38409000,0.615058847,0,6.88,53526,0,10838016,14.20416817,-1,15.36,0.467484529,-0.0316297,0.556025856,1000,4/5/2025 19:39
AES_CBC_256_plaintext_MB32.txt,66240418,61948400,74770900,1.11883618,0,11.23,19066,0,8818688,14.561114,13.91,18.27,0.964534278,0.883320306,1.268469657,1000,4/5/2025 19:41
AES_CBC_256_plaintext_MB64.txt,132181426,127787900,155639800,1.440595526,0,6.47,9752,0,5636096,14.55903804,-1,19.15,1.924434409,-0.133544,2.549579295,1000,4/5/2025 19:43
AES_CBC_256_plaintext_MB128.txt,321320022,311754200,347839000,4.236291529,0.29,9.97,46297,0,26165248,14.917754,13.55,17.97,4.793373043,4.312681805,5.810854674,1000,4/5/2025 19:49
AES_CTR_128_plaintext_KB10.txt,22962,9300,507200,0.207055143,0,7.18,702689,0,15196160,19.42447648,-1,28.02,0.000446025,-0.0000116,0.014211744,1000,4/5/2025 19:49
AES_CTR_128_plaintext_KB50.txt,11593,6000,107900,0.200682519,0,7.67,221396,0,8355840,15.925893,13.59,19.06,0.000184629,0.00008154,0.00148902,1000,4/5/2025 19:50
AES_CTR_128_plaintext_KB100.txt,11478,5800,370800,0.210753442,0,7.94,30990,0,5894144,15.716846,13.56,19.31,0.000180398,0.000096338,0.00559908,1000,4/5/2025 19:50
AES_CTR_128_plaintext_KB500.txt,12602,6100,201700,0.184543067,0,7.2,30736,0,3842048,14.40171042,-1,15.65,0.00018149,-0.000013,0.002797579,1000,4/5/2025 19:50
AES_CTR_128_plaintext_MB1.txt,3808895,2738400,19624200,0.218126885,0,5.64,69943,0,51412992,14.382139,13.64,16.35,0.054780057,0.037707768,0.283962174,1000,4/5/2025 19:51
AES_CTR_128_plaintext_MB2.txt,3815715,1443600,22429400,0.23909073,0,6.24,167223,0,10452992,14.728487,13.74,15.85,0.056199709,0.020391534,0.34092688,1000,4/5/2025 19:51
AES_CTR_128_plaintext_MB4.txt,4081638,3035000,13808800,0.266404545,0,6.48,15736,0,9760768,14.509529,13.5,16.24,0.059222645,0.0423954,0.206165384,1000,4/5/2025 19:51
AES_CTR_128_plaintext_MB8.txt,8576933,7033100,16061700,0.344033649,0,9.1,16044,0,4153344,14.548161,13.75,15.31,0.124778602,0.100835625,0.235625139,1000,4/5/2025 19:52
AES_CTR_128_plaintext_MB16.txt,17667269,15443500,24003700,0.476532273,0,6.55,18833,0,8654848,15.2789479,-1,17.86,0.269937283,-0.0163171,0.428706082,1000,4/5/2025 19:52
AES_CTR_128_plaintext_MB32.txt,35746939,31886900,41889600,0.641611801,0,6.82,4202,0,3080192,14.8937978,-1,15.8,0.532407681,-0.037848,0.651539235,1000,4/5/2025 19:53
AES_CTR_128_plaintext_MB64.txt,69956535,65442800,102045000,1.14084124,0,12.22,72183,0,28897280,15.29248348,-1,18.19,1.069809156,-0.0694927,1.5776157,1000,4/5/2025 19:55
AES_CTR_128_plaintext_MB128.txt,136362207,127941900,356899800,1.856375138,0,7.73,3343302,0,1090723840,15.45421643,-1,17.87,2.10737106,-0.1371261,5.542653894,1000,4/5/2025 19:57
AES_CTR_192_plaintext_KB10.txt,21830,9000,305600,0.202386272,0,6.46,725057,0,14553088,18.19353407,-1,33.12,0.000397165,-0.0000103,0.009591552,1000,4/5/2025 19:58
AES_CTR_192_plaintext_KB50.txt,11751,5100,704600,0.233472178,0,11.49,196358,0,7921664,14.61303808,-1,15.73,0.000171718,-0.0000104,0.009822124,1000,4/5/2025 19:58
AES_CTR_192_plaintext_KB100.txt,11050,5600,57700,0.205729956,0,7.59,25554,0,3256320,16.141783,14.68,17.76,0.000178367,0.000095368,0.000927239,1000,4/5/2025 19:58
AES_CTR_192_plaintext_KB500.txt,12222,4700,169700,0.205192352,0,7.53,31047,0,4247552,14.35331996,-1,14.69,0.000175426,-0.0000151,0.002438589,1000,4/5/2025 19:58
AES_CTR_192_plaintext_MB1.txt,3781834,2767400,20439800,0.240812056,0,5.96,88285,0,50810880,14.44176353,-1,15.13,0.054616352,-0.0037513,0.289427568,1000,4/5/2025 19:59
AES_CTR_192_plaintext_MB2.txt,4480107,2563500,16367200,0.255791553,0,6.5,31899,0,14409728,14.344623,13.62,15.15,0.064265446,0.035379312,0.240106824,1000,4/5/2025 19:59
AES_CTR_192_plaintext_MB4.txt,4745966,3096100,15425900,0.306770355,0,9.38,125505,0,9744384,14.365233,13.56,14.83,0.068176907,0.043200072,0.209175204,1000,4/5/2025 19:59
AES_CTR_192_plaintext_MB8.txt,8352995,7109300,14335500,0.362132355,0,7.48,9490,0,3665920,15.16413113,-1,16.86,0.126665912,-0.0073018,0.22574712,1000,4/5/2025 20:00
AES_CTR_192_plaintext_MB16.txt,17432904,15572600,22680200,0.471558818,0,6.84,19988,0,7704576,14.999008,14.02,15.63,0.261476267,0.222275884,0.338388584,1000,4/5/2025 20:00
AES_CTR_192_plaintext_MB32.txt,35081865,32029700,42233600,0.67188851,0,6.82,3911,0,3166208,15.0969,14.27,15.8,0.529627408,0.469555402,0.66528112,1000,4/5/2025 20:01
AES_CTR_192_plaintext_MB64.txt,70772896,67049500,90471000,1.126998472,0,12.5,34385,0,10031104,15.32019177,-1,17.96,1.084254339,-0.0725887,1.37606391,1000,4/5/2025 20:03
AES_CTR_192_plaintext_MB128.txt,138762964,129752000,449884800,2.116857024,0,10.35,3307192,0,916897792,15.39514729,-1,17.55,2.13627627,-0.1397696,7.531071552,1000,4/5/2025 20:05
AES_CTR_256_plaintext_KB10.txt,21583,9300,300500,0.226198211,0,8.62,698097,0,13950976,17.30364565,-1,24.58,0.000373465,-0.0000487,0.00738629,1000,4/5/2025 20:06
AES_CTR_256_plaintext_KB50.txt,11057,8500,47600,0.212359722,0,8.41,202174,0,8818688,14.44213327,-1,16.51,0.000159687,-0.0000118,0.000785876,1000,4/5/2025 20:06
AES_CTR_256_plaintext_KB100.txt,12546,3900,156700,0.296188089,0,10.04,185618,0,12754944,15.63257372,-1,21.1,0.000196126,-0.0000178,0.002772023,1000,4/5/2025 20:07
AES_CTR_256_plaintext_KB500.txt,11973,4900,46400,0.201013505,0,6.89,15486,0,3461120,16.43173473,-1,20.45,0.000196737,-0.0000117,0.000645888,1000,4/5/2025 20:07
AES_CTR_256_plaintext_MB1.txt,3815443,2940200,22171600,0.271767236,0,7.95,78372,0,51859456,14.26435105,-1,15.21,0.054424818,-0.0038616,0.325035656,1000,4/5/2025 20:07
AES_CTR_256_plaintext_MB2.txt,4586948,2598800,18962800,0.290538313,0,6.54,31571,0,6873088,14.084651,13.52,14.93,0.064605562,0.035871264,0.270030272,1000,4/5/2025 20:07
AES_CTR_256_plaintext_MB4.txt,4857514,3156700,14052400,0.31135815,0,6.22,21422,0,9703424,14.27027828,-1,15.87,0.069318077,-0.0036262,0.212753336,1000,4/5/2025 20:08
AES_CTR_256_plaintext_MB8.txt,8760795,7258100,16994000,0.355644217,0,8.12,30183,0,7245824,14.50834535,-1,15.86,0.127104639,-0.0084689,0.23587672,1000,4/5/2025 20:08
AES_CTR_256_plaintext_MB16.txt,18016897,15942000,27913800,0.442956611,0,8.43,1253,0,811008,13.823702,8.58,15.59,0.249060215,0.13678236,0.411170274,1000,4/5/2025 20:09
AES_CTR_256_plaintext_MB32.txt,36145946,32657200,43898700,0.750905585,0,11.81,26345,0,7958528,15.059628,14.12,16.17,0.5443445,0.463006096,0.67403196,1000,4/5/2025 20:10
AES_CTR_256_plaintext_MB64.txt,72137458,67110400,100103200,1.104485571,0,11.67,40509,0,16003072,15.25705912,-1,18.7,1.100605461,-0.0728346,1.423467504,1000,4/5/2025 20:11
AES_CTR_256_plaintext_MB128.txt,140769815,133964700,149710400,2.142098756,0,6.52,184582,0,114520064,15.438356,14.68,16.11,2.173254518,1.982019996,2.3474136,1000,4/5/2025 20:14
AES_CFB128_128_plaintext_KB10.txt,24364,9600,634000,0.234783482,0,11.06,605089,0,15278080,18.555517,9.73,28.13,0.000452087,0.00016867,0.011986193,1000,4/5/2025 20:33
AES_CFB128_128_plaintext_KB50.txt,12058,6400,187900,0.234145526,0,12.03,310419,0,7032832,17.898832,16.14,18.82,0.000215824,0.000120448,0.003536278,1000,4/5/2025 20:33
AES_CFB128_128_plaintext_KB100.txt,11678,4800,134400,0.200515813,0,7.21,171941,0,9461760,15.731007,13.53,17.55,0.000183707,0.00007992,0.00235872,1000,4/5/2025 20:34
AES_CFB128_128_plaintext_KB500.txt,12910,6100,148700,0.190230331,0,9.18,50032,0,7208960,14.25456657,-1,15.6,0.000184026,-0.000012,0.002261727,1000,4/5/2025 20:34
AES_CFB128_128_plaintext_MB1.txt,3772834,2873100,37082300,0.244399797,0,7.84,70811,0,47640576,14.839133,13.45,19.62,0.055985586,0.03939236,0.528051952,1000,4/5/2025 20:34
AES_CFB128_128_plaintext_MB2.txt,6946469,5895300,18050600,0.287736256,0,6.17,42270,0,16818176,14.455806,14.02,15.29,0.100416808,0.08341199,0.263397772,1000,4/5/2025 20:34
AES_CFB128_128_plaintext_MB4.txt,12296574,10079900,20606500,0.385618081,0,9.23,30724,0,9703424,14.840917,13.75,16.6,0.182492434,0.14444094,0.3240901,1000,4/5/2025 20:35
AES_CFB128_128_plaintext_MB8.txt,22844355,21147900,33761000,0.50261449,0,6.79,23547,0,8114176,14.828976,14.16,15.32,0.338758392,0.29959728,0.50371412,1000,4/5/2025 20:36
AES_CFB128_128_plaintext_MB16.txt,45773287,43162500,56685800,0.773378148,0,6.48,3756,0,2711552,15.276283,14.45,16.04,0.699245686,0.63402554,0.885432196,1000,4/5/2025 20:37
AES_CFB128_128_plaintext_MB32.txt,93349081,89587700,100836300,1.469621151,0,10.31,14708,0,9859072,15.264136,14.12,18.38,1.424893068,1.292499616,1.731017372,1000,4/5/2025 20:38
AES_CFB128_128_plaintext_MB64.txt,186073752,179888700,219909600,2.066473328,0,9.21,7630,0,4718592,15.324159,14.33,16.5,2.851423761,2.607847025,3.278852136,1000,4/5/2025 20:42
AES_CFB128_128_plaintext_MB128.txt,429149624,415416000,452791300,4.361707086,0.43,12.94,150274,0,54095872,15.66575551,-1,19.44,6.722953087,-0.4418859,8.485295616,1000,4/5/2025 20:49
AES_CFB128_192_plaintext_KB10.txt,25011,9400,1474000,0.209941745,0,7.28,715739,0,14917632,17.2938959,-1,29.18,0.000432538,-0.0000158,0.04301132,1000,4/5/2025 20:50
AES_CFB128_192_plaintext_KB50.txt,12236,6700,319900,0.207894794,0,6.8,222187,0,9961472,14.40640841,-1,15.61,0.000176277,-0.0000148,0.004993639,1000,4/5/2025 20:50
AES_CFB128_192_plaintext_KB100.txt,11318,5400,70500,0.177190577,0,6.83,172822,0,6631424,14.29187688,-1,15.29,0.000161755,-0.0000103,0.000987,1000,4/5/2025 20:50
AES_CFB128_192_plaintext_KB500.txt,12517,7100,172700,0.170303211,0,9.41,30248,0,4972544,14.59018737,-1,16.09,0.000182625,-0.000011,0.002422981,1000,4/5/2025 20:51
AES_CFB128_192_plaintext_MB1.txt,3803723,3043300,17962500,0.204155204,0,6.58,63766,0,48635904,14.330153,13.81,16.07,0.054507933,0.04235527,0.286786827,1000,4/5/2025 20:51
AES_CFB128_192_plaintext_MB2.txt,6509655,5023700,16991200,0.287377326,0,6.22,38838,0,17383424,14.378863,13.7,15.7,0.093601437,0.06882469,0.24567674,1000,4/5/2025 20:51
AES_CFB128_192_plaintext_MB4.txt,11734567,10352500,21789200,0.368231571,0,6.89,22388,0,10121216,14.46323223,-1,16.22,0.169719768,-0.0116088,0.3213907,1000,4/5/2025 20:52
AES_CFB128_192_plaintext_MB8.txt,23662076,21941300,31321600,0.537911646,0,7.17,29315,0,10108928,14.895279,14.16,15.86,0.352453224,0.312141624,0.452283904,1000,4/5/2025 20:52
AES_CFB128_192_plaintext_MB16.txt,47848407,45015500,54398800,0.900482744,0,6.63,4005,0,3403776,15.180013,14.17,16.17,0.72633944,0.643041685,0.845386087,1000,4/5/2025 20:53
AES_CFB128_192_plaintext_MB32.txt,95439641,91135900,105801900,1.441701399,0,10.43,14393,0,5906432,15.423839,14.38,18.92,1.472045657,1.326988295,1.835661916,1000,4/5/2025 20:55
AES_CFB128_192_plaintext_MB64.txt,193375588,186798500,214926800,2.080449936,0,7.42,16052,0,6746112,15.12229559,-1,17.26,2.924282802,-0.1964275,3.358789096,1000,4/5/2025 20:59
AES_CFB128_192_plaintext_MB128.txt,439174007,425005700,486491900,4.561187658,0.63,15.53,3208466,0,3203211264,15.57424525,-1,22.92,6.83980369,-0.4379623,10.27566172,1000,4/5/2025 21:07
AES_CFB128_256_plaintext_KB10.txt,25126,10500,668500,0.20383861,0,6.17,722927,0,15990784,17.80253654,-1,31.03,0.000447307,-0.0000119,0.01445297,1000,4/5/2025 21:07
AES_CFB128_256_plaintext_KB50.txt,13396,8600,249300,0.213367813,0,6.22,203792,0,8482816,14.736947,13.16,17.3,0.000197416,0.000125388,0.00431289,1000,4/5/2025 21:07
AES_CFB128_256_plaintext_KB100.txt,12954,5000,283700,0.220371144,0,7.57,172621,0,7983104,13.69969169,-1,14.36,0.000177466,-0.0000113,0.003827113,1000,4/5/2025 21:08
AES_CFB128_256_plaintext_KB500.txt,14498,7100,307000,0.246016954,0,20.76,32641,0,5066752,14.02185686,-1,14.86,0.000203289,-0.0000173,0.00456202,1000,4/5/2025 21:08
